,tradeNum,total_return,winning_rate,max_drawdown,sharpe_ratio
293,208,0.047737282737810305,0.6153846153846154,-0.4255755338857072,0.050768531566372725
294,165,0.9512381629029306,0.696969696969697,-0.2703587633499675,0.9509434286687384
295,116,0.3250875528037487,0.6551724137931034,-0.21617319614135289,0.4397222248186021
296,204,0.5624628909264876,0.6372549019607843,-0.22364732198467668,0.768987253087518
297,148,0.18721251487017845,0.6216216216216216,-0.2241532333948166,0.21377986419486006
298,142,0.2133960517516738,0.5985915492957746,-0.2847384855393964,0.22402019979141702
299,401,0.007327196660849405,0.5586034912718204,-0.31140977446174484,0.006734638720987875
300,350,-0.4542867263267575,0.5171428571428571,-1.2326596641593681,-0.3493871015397143
301,97,0.5968909313627184,0.6597938144329897,-0.31440911255965776,0.4420362070969868
302,75,-0.8140319797520199,0.5333333333333333,-0.9261037916767455,-0.5864172637820291
303,389,0.18548331586658123,0.5629820051413882,-0.48117289783560285,0.19197341307618754
304,373,-0.7485120511824241,0.579088471849866,-0.9765544818902502,-0.525041007455545
305,205,-0.14766864245841305,0.6585365853658537,-0.9390709408382519,-0.09426580534139968
306,181,-0.329087862431653,0.5524861878453039,-0.8074776531616548,-0.30504173638142007
307,304,0.10194649355161016,0.569078947368421,-0.3184095214018875,0.08534610279672553
308,124,-0.09519575483682259,0.5967741935483871,-0.42508065964598146,-0.10255329614778932
309,100,0.627244827898771,0.68,-0.4124694605751443,0.4943943166549712
310,181,-0.266498870201883,0.5580110497237569,-0.6398076626262111,-0.278190876470514
311,361,-0.28509879257201826,0.5207756232686981,-0.38577928984594806,-0.2704097695593479
312,291,0.4762906203140034,0.5532646048109966,-0.1606410706816619,0.6688805754175341
313,402,1.2891510287532686,0.5621890547263682,-0.42867383506365914,0.7801006274767808
314,392,-0.13308842052113587,0.5637755102040817,-0.3724794232087801,-0.15005774092719643
315,117,0.3382579049279424,0.6324786324786325,-0.6622126283183041,0.2964315716071147
316,237,-0.18726651582346646,0.5991561181434599,-0.3037005315968269,-0.1661248930043601
317,294,-0.13960894320304748,0.5816326530612245,-0.4721413894290656,-0.12646245957876087
318,183,-0.17736677596316225,0.5956284153005464,-0.7680427824946793,-0.13317075544239784
319,145,-0.06047107281335624,0.6068965517241379,-0.4496015482882879,-0.08902156495194048
320,135,0.5912000425173808,0.6518518518518519,-0.30790022997490296,0.5882712889751045
321,345,-0.14926247188996644,0.5246376811594203,-0.5280783194803724,-0.16262010467507407
322,366,0.1279585985543157,0.5355191256830601,-0.276986419292514,0.1741453977782482
323,378,0.7128546169797749,0.5687830687830688,-0.40382030648765943,0.5834675691325156
324,408,-0.6949308568767535,0.5122549019607843,-0.7780054473266258,-0.4893885595773156
325,194,-0.7759750898356865,0.5670103092783505,-1.0313740926465087,-0.7007535196832096
326,96,0.24969599344205104,0.6354166666666666,-0.174175220720313,0.32702002684424825
327,382,-0.050318197782669945,0.5575916230366492,-0.6661244552389202,-0.041410103475983576
